index,breed_primary,size
5455,Saint Bernard,Large
5456,Pointer,Medium
5457,Doberman Pinscher,Medium
5458,Chihuahua,Small
5459,Beagle,Medium
5460,Chihuahua,Small
5461,Australian Cattle Dog / Blue Heeler,Large
5462,Yellow Labrador Retriever,Medium
5463,Saint Bernard,Extra Large
5464,German Shepherd Dog,Medium
5465,Pit Bull Terrier,Medium
5466,Pit Bull Terrier,Medium
5467,Boxer,Medium
5468,Shar-Pei,Large
5469,Boxer,Large
5470,Boxer,Large
5471,Pit Bull Terrier,Medium
5472,Doberman Pinscher,Large
5473,Australian Cattle Dog / Blue Heeler,Medium
5474,Newfoundland Dog,Large
5475,Staffordshire Bull Terrier,Medium
5476,Chihuahua,Small
5477,Australian Shepherd,Medium
5478,American Staffordshire Terrier,Medium
5479,Yellow Labrador Retriever,Medium
5480,Terrier,Small
5481,Anatolian Shepherd,Large
5482,Labrador Retriever,Medium
5483,American Staffordshire Terrier,Large
5484,Terrier,Medium
5485,Labrador Retriever,Medium
5486,Pointer,Large
5487,American Staffordshire Terrier,Large
5488,Catahoula Leopard Dog,Medium
5489,Pit Bull Terrier,Medium
5490,Labrador Retriever,Medium
5491,Pit Bull Terrier,Large
5492,Pit Bull Terrier,Large
5493,Australian Cattle Dog / Blue Heeler,Medium
5494,Cattle Dog,Medium
5495,Retriever,Medium
5496,Pit Bull Terrier,Large
5497,Chihuahua,Small
5498,Labrador Retriever,Medium
5499,Doberman Pinscher,Medium
5500,Chihuahua,Small
5501,Staffordshire Bull Terrier,Large
5502,White German Shepherd,Large
5503,Terrier,Small
5504,American Bulldog,Large
5505,Pit Bull Terrier,Large
5506,Chihuahua,Small
5507,Chihuahua,Small
5508,Cairn Terrier,Small
5509,Yorkshire Terrier,Small
5510,Beagle,Medium
5511,Boxer,Medium
5512,Staffordshire Bull Terrier,Medium
5513,Boxer,Large
5514,American Bulldog,Large
5515,Labrador Retriever,Medium
5516,Boxer,Large
5517,Pit Bull Terrier,Large
5518,Pit Bull Terrier,Medium
5519,Shar-Pei,Medium
5520,Pit Bull Terrier,Large
5521,Rottweiler,Medium
5522,Pit Bull Terrier,Large
5523,Pit Bull Terrier,Large
5524,Basset Hound,Medium
5525,Pit Bull Terrier,Medium
5526,Labrador Retriever,Large
5527,Shar-Pei,Medium
5528,Boxer,Medium
5529,Boxer,Medium
5530,Beagle,Medium
5531,Great Dane,Medium
5532,American Staffordshire Terrier,Extra Large
5533,Boxer,Large
5534,Black Labrador Retriever,Large
5535,American Staffordshire Terrier,Medium
5536,Pit Bull Terrier,Medium
5537,Australian Cattle Dog / Blue Heeler,Medium
5538,Labrador Retriever,Medium
5539,Maltese,Medium
5540,Pit Bull Terrier,Medium
5541,Chihuahua,Small
5542,Pit Bull Terrier,Medium
5543,Black Labrador Retriever,Medium
5544,Cattle Dog,Medium
5545,Australian Cattle Dog / Blue Heeler,Medium
5546,Australian Cattle Dog / Blue Heeler,Medium
5547,Boxer,Large
5548,Boxer,Medium
5549,Boxer,Large
5550,American Bulldog,Large
5551,Chihuahua,Small
5552,Chihuahua,Small
5553,Dutch Shepherd,Large
5554,Chihuahua,Small
5555,Corgi,Medium
5556,Shepherd,Large
5557,Chihuahua,Small
5558,Labrador Retriever,Large
5559,Chihuahua,Small
5560,Chihuahua,Small
5561,Chihuahua,Small
5562,Chihuahua,Small
5563,American Bulldog,Large
5564,Basset Hound,Large
5565,Staffordshire Bull Terrier,Medium
5566,Shetland Sheepdog / Sheltie,Medium
5567,German Shepherd Dog,Large
5568,Chow Chow,Medium
5569,Labrador Retriever,Large
5570,Dalmatian,Large
5571,American Bulldog,Large
5572,Chihuahua,Small
5573,Boxer,Large
5574,Boxer,Large
5575,American Bulldog,Large
5576,Terrier,Large
5577,Beagle,Large
5578,Labrador Retriever,Large
5579,Rhodesian Ridgeback,Large
5580,Chihuahua,Small
5581,Staffordshire Bull Terrier,Large
5582,Chihuahua,Small
5583,Saint Bernard,Large
5584,Chihuahua,Small
5585,Boxer,Medium
5586,Boxer,Medium
5587,Chihuahua,Small
5588,Pit Bull Terrier,Medium
5589,Pit Bull Terrier,Large
5590,Chihuahua,Small
5591,Chihuahua,Small
5592,American Staffordshire Terrier,Medium
5593,Shepherd,Large
5594,Jack Russell Terrier,Small
5595,Pit Bull Terrier,Medium
5596,Labrador Retriever,Medium
5597,Rottweiler,Medium
5598,Pit Bull Terrier,Medium
5599,Boxer,Large
5600,Australian Shepherd,Large
5601,Black Labrador Retriever,Medium
5602,Shepherd,Medium
5603,Hound,Medium
5604,Staffordshire Bull Terrier,Large
5605,Cairn Terrier,Small
5606,Boxer,Large
5607,Dalmatian,Large
5608,Terrier,Medium
5609,German Shepherd Dog,Medium
5610,Pit Bull Terrier,Medium
5611,Labrador Retriever,Large
5612,Shar-Pei,Large
5613,Miniature Pinscher,Small
5614,Dachshund,Small
5615,Dachshund,Small
5616,Dachshund,Small
5617,Dachshund,Small
5618,Labrador Retriever,Medium
5619,Shepherd,Medium
5620,Staffordshire Bull Terrier,Medium
5621,Labrador Retriever,Large
5622,Pit Bull Terrier,Large
5623,Dachshund,Small
5624,Dachshund,Small
5625,Spaniel,Medium
5626,Cattle Dog,Medium
5627,Cattle Dog,Medium
5628,Pit Bull Terrier,Large
5629,Labrador Retriever,Medium
5630,Chihuahua,Small
5631,Basenji,Medium
5632,Basset Hound,Medium
5633,Shepherd,Large
5634,Shepherd,Medium
5635,American Bulldog,Medium
5636,Pit Bull Terrier,Large
5637,German Shepherd Dog,Medium
5638,Miniature Pinscher,Small
5639,Pit Bull Terrier,Medium
5640,Pit Bull Terrier,Large
5641,Belgian Shepherd / Malinois,Medium
5642,Chihuahua,Small
5643,American Staffordshire Terrier,Medium
5644,Boxer,Medium
5645,Pit Bull Terrier,Large
5646,Australian Shepherd,Small
5647,Rottweiler,Medium
5648,American Bulldog,Large
5649,Cattle Dog,Large
5650,Pit Bull Terrier,Large
5651,Boxer,Large
5652,American Staffordshire Terrier,Extra Large
5653,Pit Bull Terrier,Medium
5654,Italian Greyhound,Medium
5655,Pit Bull Terrier,Large
5656,Basset Hound,Medium
5657,Beagle,Medium
5658,Miniature Pinscher,Small
5659,American Staffordshire Terrier,Medium
5660,Great Dane,Medium
5661,Shepherd,Extra Large
5662,Rat Terrier,Small
5663,Pointer,Large
5664,Cairn Terrier,Small
5665,German Shepherd Dog,Medium
5666,Chihuahua,Small
5667,Beagle,Medium
5668,American Staffordshire Terrier,Medium
5669,Boxer,Medium
5670,Chihuahua,Small
5671,Pointer,Medium
5672,Chihuahua,Small
5673,Pit Bull Terrier,Medium
5674,Pit Bull Terrier,Medium
5675,English Bulldog,Medium
5676,Chihuahua,Small
5677,Chihuahua,Small
5678,Chihuahua,Small
5679,Labrador Retriever,Large
5680,Labrador Retriever,Medium
5681,Shepherd,Large
5682,Chihuahua,Small
5683,Chihuahua,Small
5684,Beagle,Small
5685,Terrier,Small
5686,Mixed Breed,Small
5687,Boxer,Medium
5688,Chihuahua,Small
5689,Terrier,Medium
5690,Chihuahua,Small
5691,Beagle,Medium
5692,Pit Bull Terrier,Medium
5693,Cattle Dog,Large
5694,Poodle,Small
5695,Chihuahua,Small
5696,Pug,Medium
5697,Dachshund,Small
5698,Shar-Pei,Medium
5699,Terrier,Small
5700,Hound,Large
5701,Chihuahua,Small
5702,Chihuahua,Small
5703,Chihuahua,Small
5704,Border Collie,Medium
5705,Pit Bull Terrier,Medium
5706,Cattle Dog,Medium
5707,Labrador Retriever,Medium
5708,Labrador Retriever,Medium
5709,Basenji,Medium
5710,Pointer,Large
5711,Pit Bull Terrier,Medium
5712,Labrador Retriever,Medium
5713,Pit Bull Terrier,Medium
5714,Labrador Retriever,Medium
5715,Pit Bull Terrier,Medium
5716,Boxer,Medium
5717,Papillon,Small
5718,Airedale Terrier,Large
5719,Australian Cattle Dog / Blue Heeler,Large
5720,Pit Bull Terrier,Medium
5721,Boxer,Large
5722,German Shepherd Dog,Medium
5723,American Staffordshire Terrier,Medium
5724,Staffordshire Bull Terrier,Large
5725,American Bulldog,Medium
5726,Pit Bull Terrier,Medium
5727,American Bulldog,Medium
5728,American Bulldog,Medium
5729,Boxer,Medium
5730,Pit Bull Terrier,Medium
5731,Pit Bull Terrier,Medium
5732,American Bulldog,Medium
5733,Pit Bull Terrier,Medium
5734,Pit Bull Terrier,Medium
5735,American Staffordshire Terrier,Medium
5736,Chihuahua,Small
5737,Pit Bull Terrier,Medium
5738,Corgi,Small
5739,Boxer,Medium
5740,Chihuahua,Small
5741,Black Labrador Retriever,Large
5742,Pit Bull Terrier,Medium
5743,Miniature Pinscher,Small
5744,Australian Shepherd,Medium
5745,Shepherd,Medium
5746,Cattle Dog,Medium
5747,Boxer,Large
5748,Chihuahua,Small
5749,Hound,Large
5750,Pit Bull Terrier,Medium
5751,Pit Bull Terrier,Large
5752,Boxer,Medium
5753,American Staffordshire Terrier,Large
5754,Terrier,Medium
5755,Staffordshire Bull Terrier,Medium
5756,Labrador Retriever,Medium
5757,American Bulldog,Extra Large
5758,Cattle Dog,Medium
5759,Chihuahua,Small
5760,Labrador Retriever,Medium
5761,Boxer,Medium
5762,Labrador Retriever,Medium
5763,Labrador Retriever,Medium
5764,Chihuahua,Small
5765,German Shepherd Dog,Medium
5766,Boxer,Medium
5767,Pit Bull Terrier,Large
5768,Rhodesian Ridgeback,Medium
5769,German Shorthaired Pointer,Medium
5770,Chihuahua,Small
5771,Boxer,Medium
5772,Chihuahua,Small
5773,Rhodesian Ridgeback,Large
5774,Chihuahua,Small
5775,American Staffordshire Terrier,Medium
5776,Pit Bull Terrier,Large
5777,Chihuahua,Small
5778,Pit Bull Terrier,Medium
5779,Great Dane,Extra Large
5780,Beagle,Medium
5781,Beagle,Medium
5782,Chihuahua,Small
5783,German Shepherd Dog,Medium
5784,Australian Cattle Dog / Blue Heeler,Medium
5785,German Shepherd Dog,Large
5786,Chihuahua,Small
5787,Maltese,Small
5788,Border Collie,Small
5789,Yorkshire Terrier,Small
5790,Rat Terrier,Medium
5791,Pit Bull Terrier,Medium
5792,Miniature Pinscher,Large
5793,Pit Bull Terrier,Large
5794,Shetland Sheepdog / Sheltie,Medium
5795,Shepherd,Large
5796,Dachshund,Small
5797,Parson Russell Terrier,Medium
5798,Pit Bull Terrier,Large
5799,Shepherd,Medium
5800,German Shepherd Dog,Large
5801,Cavalier King Charles Spaniel,Small
5802,Pomeranian,Small
5803,Pit Bull Terrier,Large
5804,Alaskan Malamute,Large
5805,Siberian Husky,Medium
5806,Labrador Retriever,Large
5807,Terrier,Small
5808,Pit Bull Terrier,Large
5809,Pit Bull Terrier,Large
5810,Chihuahua,Small
5811,Border Collie,Large
5812,German Shepherd Dog,Large
5813,Pit Bull Terrier,Large
5814,German Shepherd Dog,Large
5815,Siberian Husky,Large
5816,Pit Bull Terrier,Medium
5817,Pit Bull Terrier,Medium
5818,Husky,Medium
5819,Labrador Retriever,Medium
5820,Pit Bull Terrier,Medium
5821,Border Collie,Large
5822,Dachshund,Small
5823,Labrador Retriever,Medium
5824,Pit Bull Terrier,Large
5825,Dachshund,Small
5826,German Shepherd Dog,Large
5827,Pit Bull Terrier,Medium
5828,Chihuahua,Small
5829,German Shepherd Dog,Large
5830,Pit Bull Terrier,Large
5831,Labrador Retriever,Medium
5832,Pit Bull Terrier,Medium
5833,Pointer,Medium
5834,Collie,Medium
5835,Australian Cattle Dog / Blue Heeler,Medium
5836,German Shepherd Dog,Large
5837,Pit Bull Terrier,Medium
5838,Pit Bull Terrier,Small
5839,Pit Bull Terrier,Medium
5840,Fox Terrier,Medium
5841,American Bulldog,Large
5842,German Shepherd Dog,Large
5843,Pit Bull Terrier,Large
5844,Husky,Medium
5845,German Shepherd Dog,Large
5846,Chihuahua,Small
5847,Husky,Large
5848,Husky,Large
5849,Papillon,Small
5850,Papillon,Small
5851,Chinese Crested Dog,Small
5852,Husky,Medium
5853,Lhasa Apso,Small
5854,Pointer,Medium
5855,Chihuahua,Small
5856,Pit Bull Terrier,Medium
5857,Pit Bull Terrier,Medium
5858,German Shepherd Dog,Medium
5859,Pit Bull Terrier,Medium
5860,German Shepherd Dog,Large
5861,Whippet,Large
5862,Pit Bull Terrier,Large
5863,Labrador Retriever,Large
5864,German Shepherd Dog,Medium
5865,Alaskan Malamute,Medium
5866,German Shepherd Dog,Medium
5867,Siberian Husky,Medium
5868,Boxer,Medium
5869,Boxer,Medium
5870,Chihuahua,Small
5871,Shepherd,Large
5872,Pit Bull Terrier,Medium
5873,Spaniel,Small
5874,German Shepherd Dog,Large
5875,Alaskan Malamute,Large
5876,German Shepherd Dog,Small
5877,German Shepherd Dog,Small
5878,German Shepherd Dog,Large
5879,German Shepherd Dog,Large
5880,Husky,Large
5881,German Shepherd Dog,Small
5882,Husky,Large
5883,Pit Bull Terrier,Large
5884,German Shepherd Dog,Large
5885,German Shepherd Dog,Large
5886,German Shepherd Dog,Large
5887,Chihuahua,Small
5888,Papillon,Small
5889,Chihuahua,Small
5890,Terrier,Small
5891,German Shepherd Dog,Medium
5892,German Shepherd Dog,Large
5893,Terrier,Small
5894,German Shepherd Dog,Medium
5895,German Shepherd Dog,Medium
5896,Terrier,Medium
5897,Border Collie,Small
5898,Chihuahua,Small
5899,German Shepherd Dog,Small
5900,Anatolian Shepherd,Small
5901,German Shepherd Dog,Large
5902,Boxer,Medium
5903,Pit Bull Terrier,Large
5904,Pit Bull Terrier,Medium
5905,Pit Bull Terrier,Large
5906,Labrador Retriever,Large
5907,Shepherd,Medium
5908,Terrier,Small
5909,Corgi,Medium
5910,Pit Bull Terrier,Large
5911,Pit Bull Terrier,Medium
5912,Chihuahua,Small
5913,German Shepherd Dog,Small
5914,Mixed Breed,Small
5915,Shepherd,Small
5916,Australian Cattle Dog / Blue Heeler,Small
5917,Mixed Breed,Small
5918,Mixed Breed,Small
5919,Mixed Breed,Small
5920,Chihuahua,Small
5921,Rat Terrier,Small
5922,Norfolk Terrier,Small
5923,Norwich Terrier,Small
5924,Chihuahua,Medium
5925,German Shepherd Dog,Large
5926,German Shepherd Dog,Large
5927,Rottweiler,Large
5928,Husky,Large
5929,Pekingese,Small
5930,Rat Terrier,Medium
5931,Great Dane,Extra Large
5932,American Staffordshire Terrier,Large
5933,Terrier,Small
5934,Terrier,Medium
5935,Schnauzer,Small
5936,Husky,Large
5937,Shih Tzu,Small
5938,Hound,Small
5939,Boxer,Large
5940,Siberian Husky,Small
5941,English Bulldog,Medium
5942,Australian Cattle Dog / Blue Heeler,Large
5943,Chihuahua,Small
5944,Pit Bull Terrier,Medium
5945,Terrier,Small
5946,Labrador Retriever,Large
5947,Catahoula Leopard Dog,Extra Large
5948,Siberian Husky,Large
5949,Terrier,Small
5950,Chihuahua,Small
5951,Pit Bull Terrier,Medium
5952,Husky,Large
5953,Chihuahua,Small
5954,Pug,Small
5955,Chihuahua,Small
5956,Chihuahua,Small
5957,Border Collie,Medium
5958,Chihuahua,Small
5959,Shepherd,Medium
5960,Labrador Retriever,Medium
5961,Catahoula Leopard Dog,Large
5962,Pit Bull Terrier,Large
5963,Pit Bull Terrier,Medium
5964,Pit Bull Terrier,Large
5965,American Staffordshire Terrier,Medium
5966,Chihuahua,Small
5967,German Wirehaired Pointer,Large
5968,Pit Bull Terrier,Large
5969,Chocolate Labrador Retriever,Medium
5970,Pit Bull Terrier,Medium
5971,American Staffordshire Terrier,Large
5972,Pit Bull Terrier,Large
5973,Siberian Husky,Medium
5974,Cocker Spaniel,Small
5975,American Staffordshire Terrier,Large
5976,German Shepherd Dog,Small
5977,German Shepherd Dog,Small
5978,German Shepherd Dog,Small
5979,German Shepherd Dog,Large
5980,Pit Bull Terrier,Large
5981,Dutch Shepherd,Small
5982,American Staffordshire Terrier,Medium
5983,Border Collie,Medium
5984,Pit Bull Terrier,Medium
5985,Pit Bull Terrier,Medium
5986,Hound,Large
5987,Pit Bull Terrier,Medium
5988,Pit Bull Terrier,Medium
5989,German Shepherd Dog,Large
5990,Shepherd,Large
5991,Pit Bull Terrier,Large
5992,Maltese,Small
5993,American Staffordshire Terrier,Large
5994,Chihuahua,Small
5995,Italian Greyhound,Small
5996,Miniature Pinscher,Medium
5997,Pit Bull Terrier,Medium
5998,Norwich Terrier,Small
5999,German Shepherd Dog,Small
6000,Pit Bull Terrier,Medium
6001,German Shepherd Dog,Small
6002,Pit Bull Terrier,Medium
6003,Labrador Retriever,Medium
6004,Border Collie,Medium
6005,Pit Bull Terrier,Medium
6006,Siberian Husky,Medium
6007,German Shepherd Dog,Large
6008,Hound,Large
6009,Shepherd,Medium
6010,German Shepherd Dog,Large
6011,Chihuahua,Small
6012,Chihuahua,Small
6013,Border Collie,Medium
6014,German Shepherd Dog,Large
6015,Border Collie,Large
6016,Papillon,Small
6017,Hound,Medium
6018,German Shepherd Dog,Large
6019,Terrier,Medium
6020,Labrador Retriever,Medium
6021,Chihuahua,Small
6022,Silky Terrier,Small
6023,Terrier,Small
6024,Chihuahua,Small
6025,Chihuahua,Medium
6026,American Staffordshire Terrier,Medium
6027,German Shepherd Dog,Large
6028,Manchester Terrier,Medium
6029,German Shepherd Dog,Medium
6030,Beagle,Medium
6031,Shepherd,Large
6032,Chihuahua,Small
6033,Rottweiler,Large
6034,Pit Bull Terrier,Large
6035,Labrador Retriever,Large
6036,Chihuahua,Small
6037,Terrier,Small
6038,German Shepherd Dog,Large
6039,Yorkshire Terrier,Small
6040,Terrier,Small
6041,Otterhound,Medium
6042,Shar-Pei,Large
6043,Terrier,Small
6044,Miniature Pinscher,Small
6045,Dachshund,Small
6046,Terrier,Small
6047,Husky,Medium
6048,Foxhound,Large
6049,Foxhound,Large
6050,German Shepherd Dog,Medium
6051,Terrier,Medium
6052,Chihuahua,Small
6053,Pomeranian,Small
6054,Corgi,Medium
6055,Chihuahua,Small
6056,Chihuahua,Small
6057,Pit Bull Terrier,Medium
6058,German Shepherd Dog,Large
6059,Labrador Retriever,Medium
6060,Siberian Husky,Large
6061,Pit Bull Terrier,Large
6062,Siberian Husky,Medium
6063,German Shepherd Dog,Medium
6064,Chihuahua,Small
6065,Husky,Large
6066,American Staffordshire Terrier,Large
6067,Chihuahua,Small
6068,Shepherd,Small
6069,Chihuahua,Small
6070,Husky,Small
6071,Chihuahua,Small
6072,Pit Bull Terrier,Large
6073,Labrador Retriever,Medium
6074,American Staffordshire Terrier,Large
6075,German Shepherd Dog,Medium
6076,Labrador Retriever,Large
6077,Labrador Retriever,Small
6078,Pit Bull Terrier,Large
6079,Pit Bull Terrier,Large
6080,Pit Bull Terrier,Large
6081,German Shepherd Dog,Large
6082,Australian Cattle Dog / Blue Heeler,Medium
6083,Pit Bull Terrier,Large
6084,German Shepherd Dog,Large
6085,Bluetick Coonhound,Large
6086,Pit Bull Terrier,Large
6087,Pit Bull Terrier,Large
6088,Pit Bull Terrier,Large
6089,Terrier,Small
6090,Pit Bull Terrier,Large
6091,Pit Bull Terrier,Medium
6092,Pit Bull Terrier,Large
6093,German Shepherd Dog,Large
6094,Labrador Retriever,Large
6095,Miniature Pinscher,Small
6096,Terrier,Small
6097,Chihuahua,Small
6098,Chihuahua,Small
6099,Chihuahua,Small
6100,Mixed Breed,Small
6101,Labrador Retriever,Large
6102,Labrador Retriever,Large
6103,German Shepherd Dog,Medium
6104,German Shepherd Dog,Large
6105,German Shepherd Dog,Medium
6106,German Shepherd Dog,Large
6107,German Shepherd Dog,Medium
6108,Cardigan Welsh Corgi,Medium
6109,Terrier,Medium
6110,Poodle,Small
6111,Chihuahua,Small
6112,Chihuahua,Small
6113,Border Collie,Large
6114,Chihuahua,Medium
6115,Labrador Retriever,Medium
6116,Cardigan Welsh Corgi,Small
6117,Husky,Medium
6118,Labrador Retriever,Large
6119,German Shepherd Dog,Large
6120,Shepherd,Medium
6121,Shepherd,Medium
6122,German Shepherd Dog,Large
6123,German Shepherd Dog,Large
6124,German Shepherd Dog,Large
6125,Pit Bull Terrier,Large
6126,Shiba Inu,Medium
6127,Terrier,Small
6128,Poodle,Small
6129,Border Collie,Small
6130,American Staffordshire Terrier,Medium
6131,Husky,Large
6132,Chow Chow,Large
6133,Pit Bull Terrier,Large
6134,Pit Bull Terrier,Large
6135,German Shepherd Dog,Large
6136,Husky,Large
6137,Chihuahua,Small
6138,Dogo Argentino,Extra Large
6139,Chihuahua,Small
6140,Husky,Large
6141,German Shepherd Dog,Large
6142,German Shepherd Dog,Medium
6143,American Staffordshire Terrier,Large
6144,Alaskan Malamute,Medium
6145,American Staffordshire Terrier,Large
6146,Cockapoo,Small
6147,Mixed Breed,Small
6148,German Shepherd Dog,Large
6149,German Shepherd Dog,Medium
6150,Husky,Large
6151,German Shepherd Dog,Medium
6152,Chihuahua,Small
6153,Dutch Shepherd,Large
6154,Chihuahua,Small
6155,Chihuahua,Small
6156,Chihuahua,Small
6157,Papillon,Medium
6158,Chihuahua,Small
6159,Chihuahua,Small
6160,Pit Bull Terrier,Medium
6161,German Shepherd Dog,Large
6162,Australian Kelpie,Medium
6163,Australian Kelpie,Small
6164,Labrador Retriever,Large
6165,Shih Tzu,Small
6166,Plott Hound,Medium
6167,Labrador Retriever,Large
6168,Siberian Husky,Large
6169,Doberman Pinscher,Medium
6170,Pit Bull Terrier,Large
6171,Shepherd,Large
